canonical_source_file,descriptive_name,local_version,actual_dev_ledger_version,target_project_ref,owning_task,accepted_report_sha256,acceptance_status,classification
supabase/migrations/20260924193719_training_synthetic_fixture_20b.sql,training_synthetic_fixture_20b,20260924193719,20260924193719,dnfhkmmnlbiabqypclqg,TASK-20B,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924193855_training_grant_readback_20b.sql,training_grant_readback_20b,20260924193855,20260924193855,dnfhkmmnlbiabqypclqg,TASK-20B,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924193913_operational_controlled_documents_19a.sql,operational_controlled_documents_19a,20260924193913,20260924193913,dnfhkmmnlbiabqypclqg,TASK-19A,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924194122_operational_document_guard_19a.sql,operational_document_guard_19a,20260924194122,20260924194122,dnfhkmmnlbiabqypclqg,TASK-19A,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924194207_operational_document_replace_order_19a.sql,operational_document_replace_order_19a,20260924194207,20260924194207,dnfhkmmnlbiabqypclqg,TASK-19A,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924194309_training_active_identity_grant_20b.sql,training_active_identity_grant_20b,20260924194309,20260924194309,dnfhkmmnlbiabqypclqg,TASK-20B,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924194533_time_away_17b.sql,time_away_17b,20260924194533,20260924194533,dnfhkmmnlbiabqypclqg,TASK-17B,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924194551_operational_document_operations_status_19a.sql,operational_document_operations_status_19a,20260924194551,20260924194551,dnfhkmmnlbiabqypclqg,TASK-19A,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924194554_credential_foundation_16b.sql,credential_foundation_16b,20260924194554,20260924194554,dnfhkmmnlbiabqypclqg,TASK-16B,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924194705_task_21b_service_delivery.sql,task_21b_service_delivery,20260924194705,20260924194705,dnfhkmmnlbiabqypclqg,TASK-21B,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924194753_training_course_identity_20b.sql,training_course_identity_20b,20260924194753,20260924194753,dnfhkmmnlbiabqypclqg,TASK-20B,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924194835_task_21b_blocker_reason_fix.sql,task_21b_blocker_reason_fix,20260924194835,20260924194835,dnfhkmmnlbiabqypclqg,TASK-21B,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924194940_operational_document_file_proof_19a.sql,operational_document_file_proof_19a,20260924194940,20260924194940,dnfhkmmnlbiabqypclqg,TASK-19A,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924195120_fix_credential_submission_alias_16b.sql,fix_credential_submission_alias_16b,20260924195120,20260924195120,dnfhkmmnlbiabqypclqg,TASK-16B,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924195328_time_away_17b_guards.sql,time_away_17b_guards,20260924195328,20260924195328,dnfhkmmnlbiabqypclqg,TASK-17B,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924195541_time_away_17b_note_gate.sql,time_away_17b_note_gate,20260924195541,20260924195541,dnfhkmmnlbiabqypclqg,TASK-17B,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924195548_operational_contacts_22b.sql,operational_contacts_22b,20260924195548,20260924195548,dnfhkmmnlbiabqypclqg,TASK-22B,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924195630_management_reporting_23b.sql,management_reporting_23b,20260924195630,20260924195630,dnfhkmmnlbiabqypclqg,TASK-23B,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924195657_operational_document_context_labels_19a.sql,operational_document_context_labels_19a,20260924195657,20260924195657,dnfhkmmnlbiabqypclqg,TASK-19A,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924195743_reporting_result_name_23b.sql,reporting_result_name_23b,20260924195743,20260924195743,dnfhkmmnlbiabqypclqg,TASK-23B,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924195913_operational_contacts_publish_fix_22b.sql,operational_contacts_publish_fix_22b,20260924195913,20260924195913,dnfhkmmnlbiabqypclqg,TASK-22B,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924195954_office_only_credential_decisions_16b.sql,office_only_credential_decisions_16b,20260924195954,20260924195954,dnfhkmmnlbiabqypclqg,TASK-16B,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924200012_task_21b_owner_null_guard.sql,task_21b_owner_null_guard,20260924200012,20260924200012,dnfhkmmnlbiabqypclqg,TASK-21B,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924200028_time_away_17b_calendar.sql,time_away_17b_calendar,20260924200028,20260924200028,dnfhkmmnlbiabqypclqg,TASK-17B,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924200107_operational_document_assigner_catalogue_19a.sql,operational_document_assigner_catalogue_19a,20260924200107,20260924200107,dnfhkmmnlbiabqypclqg,TASK-19A,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924200215_operational_document_policy_execute_19a.sql,operational_document_policy_execute_19a,20260924200215,20260924200215,dnfhkmmnlbiabqypclqg,TASK-19A,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924200344_audit_credential_oversight_16b.sql,audit_credential_oversight_16b,20260924200344,20260924200344,dnfhkmmnlbiabqypclqg,TASK-16B,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924200353_operational_contact_window_22b.sql,operational_contact_window_22b,20260924200353,20260924200353,dnfhkmmnlbiabqypclqg,TASK-22B,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924200456_controlled_policy_outer_ids_19a.sql,controlled_policy_outer_ids_19a,20260924200456,20260924200456,dnfhkmmnlbiabqypclqg,TASK-19A,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924200511_time_away_17b_read_scope.sql,time_away_17b_read_scope,20260924200511,20260924200511,dnfhkmmnlbiabqypclqg,TASK-17B,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924200816_reporting_coverage_23b.sql,reporting_coverage_23b,20260924200816,20260924200816,dnfhkmmnlbiabqypclqg,TASK-23B,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924200915_operational_contact_context_names_22b.sql,operational_contact_context_names_22b,20260924200915,20260924200915,dnfhkmmnlbiabqypclqg,TASK-22B,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924200943_time_away_17b_team_lifecycle.sql,time_away_17b_team_lifecycle,20260924200943,20260924200943,dnfhkmmnlbiabqypclqg,TASK-17B,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924200958_reporting_event_coverage_23b.sql,reporting_event_coverage_23b,20260924200958,20260924200958,dnfhkmmnlbiabqypclqg,TASK-23B,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924201143_training_assignments_20c.sql,training_assignments_20c,20260924201143,20260924201143,dnfhkmmnlbiabqypclqg,TASK-20C,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924201422_operational_document_provenance_19a.sql,operational_document_provenance_19a,20260924201422,20260924201422,dnfhkmmnlbiabqypclqg,TASK-19A,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924201748_operational_contact_london_window_22b.sql,operational_contact_london_window_22b,20260924201748,20260924201748,dnfhkmmnlbiabqypclqg,TASK-22B,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924201750_training_assignment_guards_20c.sql,training_assignment_guards_20c,20260924201750,20260924201750,dnfhkmmnlbiabqypclqg,TASK-20C,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924201755_task_21c_staffing_attendance_cards.sql,task_21c_staffing_attendance_cards,20260924201755,20260924201755,dnfhkmmnlbiabqypclqg,TASK-21C,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924202525_operational_contact_event_semantics_22b.sql,operational_contact_event_semantics_22b,20260924202525,20260924202525,dnfhkmmnlbiabqypclqg,TASK-22B,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924202659_operational_contact_management_history_22b.sql,operational_contact_management_history_22b,20260924202659,20260924202659,dnfhkmmnlbiabqypclqg,TASK-22B,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924202801_operational_contact_advisor_22b.sql,operational_contact_advisor_22b,20260924202801,20260924202801,dnfhkmmnlbiabqypclqg,TASK-22B,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924221957_training_assessments_20d.sql,training_assessments_20d,20260924221957,20260924221957,dnfhkmmnlbiabqypclqg,TASK-20D,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924222117_leave_scheduling_constraint_17c.sql,leave_scheduling_constraint_17c,20260924222117,20260924222117,dnfhkmmnlbiabqypclqg,TASK-17C,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924222218_training_assessment_choices_20d.sql,training_assessment_choices_20d,20260924222218,20260924222218,dnfhkmmnlbiabqypclqg,TASK-20D,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924222411_training_assessment_retake_projection_20d.sql,training_assessment_retake_projection_20d,20260924222411,20260924222411,dnfhkmmnlbiabqypclqg,TASK-20D,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924222550_training_assessment_answer_validation_20d.sql,training_assessment_answer_validation_20d,20260924222550,20260924222550,dnfhkmmnlbiabqypclqg,TASK-20D,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924222558_leave_workforce_projection_17c.sql,leave_workforce_projection_17c,20260924222558,20260924222558,dnfhkmmnlbiabqypclqg,TASK-17C,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924223436_training_assessment_guard_refinements_20d.sql,training_assessment_guard_refinements_20d,20260924223436,20260924223436,dnfhkmmnlbiabqypclqg,TASK-20D,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924223814_training_assessment_start_lock_20d.sql,training_assessment_start_lock_20d,20260924223814,20260924223814,dnfhkmmnlbiabqypclqg,TASK-20D,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924223901_training_assessment_algorithm_20d.sql,training_assessment_algorithm_20d,20260924223901,20260924223901,dnfhkmmnlbiabqypclqg,TASK-20D,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260924224338_training_assessment_start_source_lock_20d.sql,training_assessment_start_source_lock_20d,20260924224338,20260924224338,dnfhkmmnlbiabqypclqg,TASK-20D,,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260925000018_training_completion_20e.sql,training_completion_20e,20260925000018,20260925000018,dnfhkmmnlbiabqypclqg,TASK-20E,2507b146ff0db4e7b8f58115cce375474065dc811a52a151bd58d3faac767ded,accepted_synthetic_dev_per_task_report,exact_version_name_match
supabase/migrations/20260925000333_task_21d_commitments_changes.sql,task_21d_commitments_changes,20260925000333,20260925000440,dnfhkmmnlbiabqypclqg,TASK-21D,00b0f43907cec212875703b32bb427e1075558e42220993568c9f9a933601184,accepted_synthetic_dev_per_task_report,mapped_timestamp_difference
supabase/migrations/20260925001749_task_21d_create_revision_guard.sql,task_21d_create_revision_guard,20260925001749,20260925001912,dnfhkmmnlbiabqypclqg,TASK-21D,dea3bd03e48ca4ffb5f6e3c4852889b466a022c112b282086eb06a6af1b82862,accepted_synthetic_dev_per_task_report,mapped_timestamp_difference
supabase/migrations/20260925013000_training_completion_evidence_read_safe_20e.sql,training_completion_evidence_read_safe_20e,20260925013000,20260925005845,dnfhkmmnlbiabqypclqg,TASK-20E,23bf56e7d317573d4511ff2b2043db51cfab9f58c15e1f9134f699ae3ec6cab3,accepted_synthetic_dev_per_task_report,mapped_timestamp_difference
supabase/migrations/20260925104455_training_certificates_20e.sql,training_certificates_20e,20260925104455,20260925105342,dnfhkmmnlbiabqypclqg,TASK-20E,e6290b5262b4a84d1740e74ed8d35bbc7849281afc26e26514bbc88788cbee02,accepted_synthetic_dev_per_task_report,mapped_timestamp_difference
